Date,Recip_County,Recip_State,Administered_Dose1_Pop_Pct,Series_Complete_Pop_Pct,Metro_status
2022-03-10,Clay County,IN,62.1,55.7,Metro
2022-03-10,Guthrie County,IA,62.1,57.9,Metro
2022-03-10,Grant County,SD,63.5,48.4,Non-metro
2022-03-10,Perkins County,NE,41.1,40.6,Non-metro
2022-03-10,Delaware County,OH,78,74.7,Metro
2022-03-10,Menard County,IL,61.4,57,Metro
2022-03-10,Macomb County,MI,58.1,56.6,Metro
2022-03-10,Hillsdale County,MI,40.1,38.3,Non-metro
2022-03-10,Ralls County,MO,31.4,28.1,Non-metro
2022-03-10,Schoolcraft County,MI,56.1,55.4,Non-metro
2022-03-10,Lake County,OH,68.4,65,Metro
2022-03-10,Columbiana County,OH,52.5,48.8,Non-metro
2022-03-10,Grant County,KS,52.3,47,Non-metro
2022-03-10,Dickinson County,MI,72.7,65.8,Non-metro
2022-03-10,Waushara County,WI,47.6,44.6,Non-metro
2022-03-10,White County,IL,57.4,51.6,Non-metro
2022-03-10,Athens County,OH,54.7,51,Non-metro
2022-03-10,Pine County,MN,52.7,48.6,Non-metro
2022-03-10,Marathon County,WI,64.8,59.7,Metro
2022-03-10,Florence County,WI,58.5,54.4,Non-metro
2022-03-10,Newton County,MO,29.9,25.6,Metro
2022-03-10,Cook County,MN,85.6,80,Non-metro
2022-03-10,Atchison County,MO,64.5,55.7,Non-metro
2022-03-10,Mower County,MN,65.6,61.8,Non-metro
2022-03-10,Marion County,OH,50.8,47.6,Non-metro
2022-03-10,Mountrail County,ND,59.7,41.7,Non-metro
2022-03-10,Henry County,IL,65.4,58.7,Metro
2022-03-10,Putnam County,IL,62.5,57.6,Non-metro
2022-03-10,Blackford County,IN,51,46.2,Non-metro
2022-03-10,Monona County,IA,57,53.4,Non-metro
2022-03-10,Carroll County,IL,72.8,64.4,Non-metro
2022-03-10,Ramsey County,MN,77.1,71,Metro
2022-03-10,Seward County,NE,50.1,50,Metro
2022-03-10,Marion County,KS,55,48.7,Non-metro
2022-03-10,Hamilton County,KS,47.2,40.8,Non-metro
2022-03-10,Winnebago County,WI,65.7,60.7,Metro
2022-03-10,Winneshiek County,IA,66.7,61.9,Non-metro
2022-03-10,Ramsey County,ND,63.4,56.3,Non-metro
2022-03-10,Morrill County,NE,36.6,35.3,Non-metro
2022-03-10,Hughes County,SD,86.5,70.8,Non-metro
2022-03-10,McHenry County,IL,73.2,66.6,Metro
2022-03-10,Cowley County,KS,55.1,47.8,Non-metro
2022-03-10,Saginaw County,MI,53.8,52.7,Metro
2022-03-10,Gray County,KS,50.9,45.4,Non-metro
2022-03-10,Pratt County,KS,55.6,48.5,Non-metro
2022-03-10,Benton County,IN,44.7,41.6,Metro
2022-03-10,Beltrami County,MN,74.3,66.6,Non-metro
2022-03-10,Unknown County,ND,0,0,NA
2022-03-10,Olmsted County,MN,80.9,76.4,Metro
2022-03-10,Logan County,OH,44.5,42.5,Non-metro
2022-03-10,Thomas County,KS,46.1,41.1,Non-metro
2022-03-10,Midland County,MI,60.7,58.7,Metro
2022-03-10,Pottawattamie County,IA,65.2,56.8,Metro
2022-03-10,Minnehaha County,SD,83.9,65.7,Metro
2022-03-10,Shelby County,IA,63.1,58.7,Non-metro
2022-03-10,Wheeler County,NE,0,31.2,Non-metro
2022-03-10,Daviess County,MO,37.4,32.8,Non-metro
2022-03-10,Fayette County,IA,57.7,54.2,Non-metro
2022-03-10,Clare County,MI,47.4,46.1,Non-metro
2022-03-10,Stone County,MO,42.7,37.3,Non-metro
2022-03-10,Mille Lacs County,MN,62.3,57.3,Metro
2022-03-10,Lake County,IL,88.7,77.3,Metro
2022-03-10,Smith County,KS,48,44.5,Non-metro
2022-03-10,Clarke County,IA,58.6,54.5,Non-metro
2022-03-10,Hodgeman County,KS,49.4,44.5,Non-metro
2022-03-10,La Crosse County,WI,73.4,68.4,Metro
2022-03-10,Allen County,OH,46.3,43.2,Metro
2022-03-10,Saline County,KS,56.4,49.9,Non-metro
2022-03-10,Peoria County,IL,66.5,61,Metro
2022-03-10,Missaukee County,MI,48.8,48.2,Non-metro
2022-03-10,Gladwin County,MI,49.5,47.6,Non-metro
2022-03-10,Carroll County,IA,64.9,61.4,Non-metro
2022-03-10,Mahaska County,IA,47.7,44,Non-metro
2022-03-10,Butler County,MO,40.5,34.1,Non-metro
2022-03-10,Lawrence County,SD,70.9,56.6,Non-metro
2022-03-10,Carroll County,IN,39.8,35.2,Metro
2022-03-10,Gratiot County,MI,46.4,45.9,Non-metro
2022-03-10,Jefferson County,NE,56.2,55,Non-metro
2022-03-10,Gosper County,NE,0,39.6,Non-metro
2022-03-10,Holt County,NE,0,42.4,Non-metro
2022-03-10,Marion County,MO,46.8,41.5,Non-metro
2022-03-10,Hickory County,MO,43.5,37.8,Non-metro
2022-03-10,Mason County,MI,61,60.2,Non-metro
2022-03-10,Van Buren County,IA,44.8,41.8,Non-metro
2022-03-10,Jasper County,IN,52.5,46.9,Metro
2022-03-10,Cheyenne County,NE,44.9,42.7,Non-metro
2022-03-10,Moultrie County,IL,47,43.9,Non-metro
2022-03-10,Buffalo County,WI,54.3,50,Non-metro
2022-03-10,Freeborn County,MN,60.6,57.1,Non-metro
2022-03-10,Pawnee County,KS,57.6,53.3,Non-metro
2022-03-10,Monroe County,MO,50.9,44,Non-metro
2022-03-10,Van Wert County,OH,46.9,43,Non-metro
2022-03-10,Gibson County,IN,51.4,46.3,Non-metro
2022-03-10,Delaware County,IA,57.3,54.1,Non-metro
2022-03-10,Crow Wing County,MN,60.1,56.2,Non-metro
2022-03-10,Phillips County,KS,47,42.9,Non-metro
2022-03-10,Coffey County,KS,59,52.9,Non-metro
2022-03-10,Warrick County,IN,68,62,Metro
2022-03-10,Huron County,OH,49.9,47.3,Non-metro
2022-03-10,Ozark County,MO,38.5,31.1,Non-metro
2022-03-10,Richland County,WI,62.3,58.4,Non-metro
2022-03-10,Swift County,MN,61,57.4,Non-metro
2022-03-10,Mercer County,IL,67.4,59.8,Metro
2022-03-10,Boone County,IL,66.7,60.8,Metro
2022-03-10,Pottawatomie County,KS,46.2,40.9,Metro
2022-03-10,Dubuque County,IA,68.5,63.9,Metro
2022-03-10,Miami County,KS,53.8,47.1,Metro
2022-03-10,Texas County,MO,37.2,32.5,Non-metro
2022-03-10,McLean County,ND,55,45.9,Non-metro
2022-03-10,Outagamie County,WI,68.7,63.7,Metro
2022-03-10,Kenosha County,WI,66.9,59.5,Metro
2022-03-10,Clearwater County,MN,44.5,41.6,Non-metro
2022-03-10,Ashland County,OH,45.8,43,Non-metro
2022-03-10,Knox County,IN,53.7,49,Non-metro
2022-03-10,Sawyer County,WI,69.4,59.5,Non-metro
2022-03-10,Douglas County,IL,53,48.4,Non-metro
2022-03-10,Johnson County,KS,94,74.4,Metro
2022-03-10,Rock County,WI,75.4,68.6,Metro
2022-03-10,Kalkaska County,MI,48.4,46.5,Non-metro
2022-03-10,Iroquois County,IL,54.7,50.9,Non-metro
2022-03-10,Lewis County,MO,42,33.7,Non-metro
2022-03-10,Polk County,IA,73.8,67,Metro
2022-03-10,Gallatin County,IL,61.4,54.8,Non-metro
2022-03-10,Griggs County,ND,51,46.1,Non-metro
2022-03-10,Polk County,WI,55.9,50.5,Non-metro
2022-03-10,Ingham County,MI,59.4,56.8,Metro
2022-03-10,Alexander County,IL,39.6,32.7,Metro
2022-03-10,Nicollet County,MN,65.7,62.3,Metro
2022-03-10,Chautauqua County,KS,47.6,41.1,Non-metro
2022-03-10,McPherson County,NE,0,14.4,Non-metro
2022-03-10,Isabella County,MI,46.1,44.4,Non-metro
2022-03-10,Watonwan County,MN,60.7,58,Non-metro
2022-03-10,Meade County,KS,52.1,39.9,Non-metro
2022-03-10,Racine County,WI,65.8,60.2,Metro
2022-03-10,Guernsey County,OH,47.1,44.1,Non-metro
2022-03-10,Starke County,IN,40.9,36.8,Non-metro
2022-03-10,Wells County,ND,48.6,43.3,Non-metro
2022-03-10,Hamilton County,IA,67.7,63.1,Non-metro
2022-03-10,Monroe County,WI,59,53.7,Non-metro
2022-03-10,Franklin County,IA,58.1,54.3,Non-metro
2022-03-10,Neosho County,KS,33.6,27.4,Non-metro
2022-03-10,Wilson County,KS,48.1,43.4,Non-metro
2022-03-10,Darke County,OH,41.8,39,Non-metro
2022-03-10,Perry County,OH,42.1,40.6,Metro
2022-03-10,Marion County,IL,49.1,45.4,Non-metro
2022-03-10,McPherson County,KS,61.2,55.1,Non-metro
2022-03-10,Bremer County,IA,63.4,59.4,Metro
2022-03-10,Aitkin County,MN,62.9,58.5,Non-metro
2022-03-10,Hocking County,OH,50.1,47.8,Metro
2022-03-10,Ellis County,KS,57.3,49.4,Non-metro
2022-03-10,Noble County,IN,42.4,38.3,Non-metro
2022-03-10,Arenac County,MI,53.2,51.1,Non-metro
2022-03-10,Perry County,IL,55.8,50.4,Non-metro
2022-03-10,Jefferson County,IN,61.1,55.4,Non-metro
2022-03-10,Spink County,SD,57.8,51.8,Non-metro
2022-03-10,LaGrange County,IN,24.7,22.4,Non-metro
2022-03-10,Henry County,IA,57.7,53.3,Non-metro
2022-03-10,Owen County,IN,46,42.2,Metro
2022-03-10,Ottawa County,KS,50.5,43.7,Non-metro
2022-03-10,Decatur County,KS,42.8,39.9,Non-metro
2022-03-10,Montgomery County,IL,56.8,51.4,Non-metro
2022-03-10,Rice County,MN,66.6,62.6,Non-metro
2022-03-10,Iron County,WI,73.5,65.9,Non-metro
2022-03-10,Campbell County,SD,55.5,46.6,Non-metro
2022-03-10,Steuben County,IN,51.7,47.1,Non-metro
2022-03-10,Thomas County,NE,0,24.7,Non-metro
2022-03-10,Fremont County,IA,57.8,51.7,Non-metro
2022-03-10,Madison County,IL,69,61.6,Metro
2022-03-10,Chippewa County,WI,60,56.5,Metro
2022-03-10,Putnam County,OH,50.1,48.3,Non-metro
2022-03-10,Carroll County,OH,45.9,43.7,Metro
2022-03-10,Carter County,MO,39.2,32.2,Non-metro
2022-03-10,Cass County,IA,61.9,57.7,Non-metro
2022-03-10,Wichita County,KS,53.9,51.1,Non-metro
2022-03-10,Billings County,ND,25.9,20.9,Non-metro
2022-03-10,Butler County,OH,60.5,56.4,Metro
2022-03-10,Brown County,WI,69.1,64.5,Metro
2022-03-10,Gove County,KS,53.5,47.9,Non-metro
2022-03-10,Boone County,MO,71.8,61.2,Metro
2022-03-10,Rice County,KS,49.1,43.4,Non-metro
2022-03-10,Thayer County,NE,0,47.6,Non-metro
2022-03-10,Kendall County,IL,74.7,68.1,Metro
2022-03-10,Licking County,OH,56.9,54.3,Metro
2022-03-10,Tripp County,SD,51.1,44.3,Non-metro
2022-03-10,Kankakee County,IL,56.6,51.9,Metro
2022-03-10,Tuscola County,MI,47.3,45.8,Non-metro
2022-03-10,Madison County,NE,0,45.4,Non-metro
2022-03-10,Phelps County,MO,50.1,43.3,Non-metro
2022-03-10,Sheridan County,NE,0,31.7,Non-metro
2022-03-10,Kingsbury County,SD,83.9,66.5,Non-metro
2022-03-10,Marquette County,MI,66.5,63.6,Non-metro
2022-03-10,White County,IN,59.2,54.1,Non-metro
2022-03-10,Renville County,MN,57.7,54.5,Non-metro
2022-03-10,Story County,IA,68,62.7,Metro
2022-03-10,Morgan County,IN,59,53.5,Metro
2022-03-10,Osage County,MO,43.6,39.5,Metro
2022-03-10,Burnett County,WI,64.4,56.6,Non-metro
2022-03-10,Lyon County,MN,59.7,56.2,Non-metro
2022-03-10,Ottawa County,OH,65.4,61.2,Non-metro
2022-03-10,Putnam County,IN,46.5,42.3,Metro
2022-03-10,Otsego County,MI,57.3,55.2,Non-metro
2022-03-10,Monroe County,IL,68.7,62.1,Metro
2022-03-10,Portage County,OH,60.2,56.9,Metro
2022-03-10,Marshall County,IA,71.2,65.3,Non-metro
2022-03-10,Warren County,IL,53.7,49.4,Non-metro
2022-03-10,Aurora County,SD,63.5,54.1,Non-metro
2022-03-10,Pickaway County,OH,53.6,50.1,Metro
2022-03-10,Barton County,KS,47.5,42.8,Non-metro
2022-03-10,Hennepin County,MN,79.9,73.5,Metro
2022-03-10,Buchanan County,IA,56.8,53.2,Non-metro
2022-03-10,Dunn County,ND,30.1,24.3,Non-metro
2022-03-10,Jefferson County,OH,55.2,49.9,Metro
2022-03-10,Lee County,IL,64.7,59.6,Non-metro
2022-03-10,Stearns County,MN,62.5,58.4,Metro
2022-03-10,St. Louis city,MO,71.7,57.8,Metro
2022-03-10,Boone County,NE,0,48.8,Non-metro
2022-03-10,Scotland County,MO,30.2,26.1,Non-metro
2022-03-10,Jackson County,SD,57.9,47.8,Non-metro
2022-03-10,Sibley County,MN,51.9,48.8,Metro
2022-03-10,Riley County,KS,44.3,38.9,Metro
2022-03-10,Buffalo County,SD,66.7,60.7,Non-metro
2022-03-10,Dakota County,MN,74.2,69,Metro
2022-03-10,Green Lake County,WI,59.3,55.5,Non-metro
2022-03-10,Marshall County,IL,61.5,56.8,Metro
2022-03-10,Macoupin County,IL,59.3,54.4,Metro
2022-03-10,Washington County,NE,58.4,55.8,Metro
2022-03-10,Jackson County,IA,55.7,52.8,Non-metro
2022-03-10,Ottawa County,MI,58.2,57.2,Metro
2022-03-10,Rock County,MN,61.3,53.7,Non-metro
2022-03-10,Calumet County,WI,59.2,55.9,Metro
2022-03-10,Osceola County,IA,47.8,44.8,Non-metro
2022-03-10,Audrain County,MO,43.2,37.6,Non-metro
2022-03-10,Warren County,IA,64.4,59.5,Metro
2022-03-10,Wallace County,KS,38.9,37.2,Non-metro
2022-03-10,Walworth County,SD,56.8,48.2,Non-metro
2022-03-10,Graham County,KS,52,48.5,Non-metro
2022-03-10,Dawson County,NE,0,48.3,Non-metro
2022-03-10,Howard County,MO,49.5,42.9,Non-metro
2022-03-10,Cape Girardeau County,MO,55.6,48.4,Metro
2022-03-10,Faribault County,MN,59.9,57.1,Non-metro
2022-03-10,Iosco County,MI,58.7,56.1,Non-metro
2022-03-10,Jackson County,MI,52.7,52.1,Metro
2022-03-10,Dallas County,IA,71.9,66.4,Metro
2022-03-10,Dodge County,NE,0,53.5,Non-metro
2022-03-10,Brown County,OH,43.7,40.6,Metro
2022-03-10,Bollinger County,MO,37,32.8,Metro
2022-03-10,Lucas County,OH,61.9,57.5,Metro
2022-03-10,Yankton County,SD,77.6,63.6,Non-metro
2022-03-10,Kearny County,KS,61.4,53,Non-metro
2022-03-10,Ashtabula County,OH,56,52.2,Non-metro
2022-03-10,Lorain County,OH,66.7,63.1,Metro
2022-03-10,Chickasaw County,IA,58,54.5,Non-metro
2022-03-10,Greene County,OH,68.2,62.5,Metro
2022-03-10,St. Clair County,IL,71.4,62.7,Metro
2022-03-10,Ness County,KS,58.5,51.9,Non-metro
2022-03-10,Logan County,ND,43.4,37,Non-metro
2022-03-10,Saline County,NE,0,52.1,Non-metro
2022-03-10,Livingston County,MI,61.1,59.9,Metro
2022-03-10,Colfax County,NE,50,47.1,Non-metro
2022-03-10,St. Louis County,MO,74.8,63.2,Metro
2022-03-10,Hall County,NE,49.2,48.5,Metro
2022-03-10,Houston County,MN,69.1,58.8,Metro
2022-03-10,Nance County,NE,0,28.6,Non-metro
2022-03-10,Bates County,MO,43.9,38.5,Metro
2022-03-10,Richland County,IL,50.6,47.6,Non-metro
2022-03-10,Emmons County,ND,40.9,33.8,Non-metro
2022-03-10,Stark County,OH,57.6,54.3,Metro
2022-03-10,Stoddard County,MO,45.2,39.4,Non-metro
2022-03-10,Lyman County,SD,84.9,64.3,Non-metro
2022-03-10,Towner County,ND,50.8,46.9,Non-metro
2022-03-10,Wexford County,MI,51.7,51.1,Non-metro
2022-03-10,Shannon County,MO,33.1,30.3,Non-metro
2022-03-10,Steele County,ND,54.2,46.3,Non-metro
2022-03-10,Bay County,MI,59.1,57,Metro
2022-03-10,Sheboygan County,WI,66.4,61.9,Metro
2022-03-10,Montcalm County,MI,0,42.2,Metro
2022-03-10,Carlton County,MN,68.6,64.1,Metro
2022-03-10,Dane County,WI,89.2,82.2,Metro
2022-03-10,Nobles County,MN,65.8,60.7,Non-metro
2022-03-10,Nelson County,ND,76.1,70.5,Non-metro
2022-03-10,Brown County,NE,39.2,36.7,Non-metro
2022-03-10,York County,NE,0,51.8,Non-metro
2022-03-10,Walworth County,WI,59.4,53.6,Non-metro
2022-03-10,Hamilton County,IN,77.7,70.7,Metro
2022-03-10,Merrick County,NE,44.7,43.2,Metro
2022-03-10,Scott County,KS,52.3,47.7,Non-metro
2022-03-10,Cherry County,NE,37.7,34.4,Non-metro
2022-03-10,Douglas County,MN,60.8,57,Non-metro
2022-03-10,Martin County,IN,48.8,45,Non-metro
2022-03-10,Dodge County,WI,55.6,51.8,Non-metro
2022-03-10,Christian County,MO,52.1,45.7,Metro
2022-03-10,Clark County,SD,58.5,49.9,Non-metro
2022-03-10,Atchison County,KS,53.4,46,Non-metro
2022-03-10,Waupaca County,WI,56.9,54,Non-metro
2022-03-10,Dundy County,NE,41.3,38.9,Non-metro
2022-03-10,Pocahontas County,IA,55.8,51.8,Non-metro
2022-03-10,Cuyahoga County,OH,69.1,64.2,Metro
2022-03-10,Lincoln County,WI,58.3,55,Non-metro
2022-03-10,Cass County,MN,62.8,56.5,Non-metro
2022-03-10,Saline County,MO,52.4,46.2,Non-metro
2022-03-10,Barron County,WI,56.9,53.1,Non-metro
2022-03-10,Rock County,NE,0,36.8,Non-metro
2022-03-10,Loup County,NE,29.8,29.7,Non-metro
2022-03-10,Hettinger County,ND,44.7,38.9,Non-metro
2022-03-10,Wells County,IN,45.5,41.3,Metro
2022-03-10,Banner County,NE,0,32.2,Non-metro
2022-03-10,Fairfield County,OH,60.6,57.1,Metro
2022-03-10,Gregory County,SD,58.4,49.9,Non-metro
2022-03-10,Hancock County,IN,72.8,67.2,Metro
2022-03-10,Milwaukee County,WI,71.1,63.6,Metro
2022-03-10,Vigo County,IN,54.5,49.3,Metro
2022-03-10,Hamilton County,OH,67.8,62.3,Metro
2022-03-10,Pepin County,WI,52.7,49.3,Non-metro
2022-03-10,Union County,SD,66.7,51,Metro
2022-03-10,Walsh County,ND,66.6,57.6,Non-metro
2022-03-10,Clark County,KS,50.6,46,Non-metro
2022-03-10,Day County,SD,76.9,64.6,Non-metro
2022-03-10,Paulding County,OH,44.8,41.8,Non-metro
2022-03-10,Yellow Medicine County,MN,59.7,56.3,Non-metro
2022-03-10,Bond County,IL,59,54.9,Metro
2022-03-10,Montgomery County,IA,62.4,56,Non-metro
2022-03-10,St. Francois County,MO,49.2,43.1,Non-metro
2022-03-10,Shelby County,MO,51.3,46.6,Non-metro
2022-03-10,Winnebago County,IL,63.8,57.7,Metro
2022-03-10,Cass County,IN,50.6,45.1,Non-metro
2022-03-10,Rush County,KS,55.9,50.2,Non-metro
2022-03-10,Divide County,ND,46,40.8,Non-metro
2022-03-10,Sherman County,NE,0,39.3,Non-metro
2022-03-10,Cedar County,NE,0,40.6,Non-metro
2022-03-10,Fayette County,IN,43.5,39.4,Non-metro
2022-03-10,Newton County,IN,35.3,31.6,Metro
2022-03-10,Johnson County,IA,79.7,71.9,Metro
2022-03-10,Harrison County,MO,40.3,33.7,Non-metro
2022-03-10,Carroll County,MO,54.2,48.8,Non-metro
2022-03-10,DeKalb County,MO,31.2,27.8,Metro
2022-03-10,Muskingum County,OH,50.3,48.1,Non-metro
2022-03-10,Meigs County,OH,52.9,46.3,Non-metro
2022-03-10,Valley County,NE,0,32.8,Non-metro
2022-03-10,Ripley County,MO,34.6,29,Non-metro
2022-03-10,Lafayette County,MO,52,45.4,Metro
2022-03-10,Orange County,IN,60.8,55.1,Non-metro
2022-03-10,Hancock County,IA,52.6,49.3,Non-metro
2022-03-10,Marquette County,WI,56,53,Non-metro
2022-03-10,Moody County,SD,63.3,48.8,Non-metro
2022-03-10,Jackson County,IL,57.9,52,Metro
2022-03-10,Wayne County,IA,44.9,41.7,Non-metro
2022-03-10,Alpena County,MI,56.3,55.4,Non-metro
2022-03-10,Clay County,MO,62.2,53.5,Metro
2022-03-10,Louisa County,IA,56.5,52.5,Non-metro
2022-03-10,Rush County,IN,50.6,46.6,Non-metro
2022-03-10,Warren County,IN,50.2,45.4,Non-metro
2022-03-10,Wood County,OH,64.7,61.5,Metro
2022-03-10,Warren County,OH,67.4,63.6,Metro
2022-03-10,Garden County,NE,0,45.3,Non-metro
2022-03-10,Grant County,MN,57.7,54.7,Non-metro
2022-03-10,Cottonwood County,MN,58.9,55.6,Non-metro
2022-03-10,Stafford County,KS,50.9,46,Non-metro
2022-03-10,Hancock County,OH,53.9,50.4,Non-metro
2022-03-10,Unknown County,OH,0,0,NA
2022-03-10,Switzerland County,IN,33.8,30.7,Non-metro
2022-03-10,Sanborn County,SD,65.8,54.9,Non-metro
2022-03-10,Vernon County,WI,57.8,54.8,Non-metro
2022-03-10,Lawrence County,IN,54,49,Non-metro
2022-03-10,Delaware County,IN,52.8,48,Metro
2022-03-10,Jefferson County,IA,52.4,47.7,Non-metro
2022-03-10,Pennington County,MN,53.9,53.3,Non-metro
2022-03-10,Linn County,IA,71.7,66.1,Metro
2022-03-10,Finney County,KS,61.7,46.2,Non-metro
2022-03-10,Effingham County,IL,53.1,48.7,Non-metro
2022-03-10,Portage County,WI,68.4,61.8,Non-metro
2022-03-10,Stanton County,KS,55.5,50.6,Non-metro
2022-03-10,Taney County,MO,47.5,40.2,Non-metro
2022-03-10,Benzie County,MI,66.2,62.7,Non-metro
2022-03-10,Crawford County,IL,56.5,50.9,Non-metro
2022-03-10,McLeod County,MN,61.6,57.6,Non-metro
2022-03-10,Pope County,IL,39.5,35.6,Non-metro
2022-03-10,Woodson County,KS,47.2,41.8,Non-metro
2022-03-10,Oceana County,MI,54,53.9,Non-metro
2022-03-10,Unknown County,IA,0,0,NA
2022-03-10,Harrison County,IN,56.6,50.3,Metro
2022-03-10,Iron County,MO,43.4,38.4,Non-metro
2022-03-10,Gentry County,MO,48.9,43.1,Non-metro
2022-03-10,Buchanan County,MO,44.1,38.1,Metro
2022-03-10,Delta County,MI,64.3,61.2,Non-metro
2022-03-10,Tipton County,IN,49,44.8,Non-metro
2022-03-10,Johnson County,NE,0,54.2,Non-metro
2022-03-10,Dubois County,IN,61.7,56.9,Non-metro
2022-03-10,Franklin County,IL,49.2,44.5,Non-metro
2022-03-10,Gage County,NE,0,44.5,Non-metro
2022-03-10,Traverse County,MN,68.1,63,Non-metro
2022-03-10,Eau Claire County,WI,64.5,61.5,Metro
2022-03-10,Kiowa County,KS,56.2,50.7,Non-metro
2022-03-10,Meade County,SD,64.9,53.5,Metro
2022-03-10,DuPage County,IL,83.7,76.7,Metro
2022-03-10,Mackinac County,MI,82.9,74.6,Non-metro
2022-03-10,Logan County,NE,0,21.9,Non-metro
2022-03-10,Columbia County,WI,71,66.7,Metro
2022-03-10,Goodhue County,MN,70.1,66.2,Non-metro
2022-03-10,Greenwood County,KS,53.6,49.1,Non-metro
2022-03-10,Grant County,ND,27.3,23,Non-metro
2022-03-10,Bourbon County,KS,40.8,36.5,Non-metro
2022-03-10,Kandiyohi County,MN,57.8,53.6,Non-metro
2022-03-10,Manistee County,MI,61,59.6,Non-metro
2022-03-10,Seward County,KS,62.6,45.3,Non-metro
2022-03-10,Hayes County,NE,0,25.5,Non-metro
2022-03-10,Reynolds County,MO,31.2,26.8,Non-metro
2022-03-10,Labette County,KS,54.9,49,Non-metro
2022-03-10,Shelby County,IN,63.8,57.4,Metro
2022-03-10,Polk County,MO,44.3,38.7,Metro
2022-03-10,Ida County,IA,52.5,48.6,Non-metro
2022-03-10,Allegan County,MI,52.6,51.8,Non-metro
2022-03-10,Floyd County,IA,56.3,52.6,Non-metro
2022-03-10,Worth County,IA,55,51.7,Non-metro
2022-03-10,Iowa County,IA,66.5,62.4,Non-metro
2022-03-10,Hand County,SD,54.6,48.5,Non-metro
2022-03-10,Henry County,OH,55.3,53.7,Non-metro
2022-03-10,Sumner County,KS,48.7,43.1,Metro
2022-03-10,Meeker County,MN,50.6,47.8,Non-metro
2022-03-10,Bennett County,SD,69.6,56.8,Non-metro
2022-03-10,Pike County,MO,42.2,37.1,Non-metro
2022-03-10,Morris County,KS,61.4,55.6,Non-metro
2022-03-10,Mercer County,ND,43.1,38.3,Non-metro
2022-03-10,Richland County,ND,58.7,50.8,Non-metro
2022-03-10,Vinton County,OH,41.4,39.4,Non-metro
2022-03-10,Shelby County,OH,37.7,35.8,Non-metro
2022-03-10,Wabash County,IL,54.7,48.7,Non-metro
2022-03-10,Ozaukee County,WI,77.5,71.3,Metro
2022-03-10,Morgan County,OH,44.7,42,Non-metro
2022-03-10,Madison County,IN,57.1,52,Metro
2022-03-10,Tama County,IA,67,62.1,Non-metro
2022-03-10,Schuyler County,MO,29.8,25.9,Non-metro
2022-03-10,Adams County,ND,56.1,48.3,Non-metro
2022-03-10,Ross County,OH,54,50.1,Non-metro
2022-03-10,St. Joseph County,MI,47,45,Non-metro
2022-03-10,Wright County,MO,41.3,35.4,Non-metro
2022-03-10,Stark County,IL,56.7,52.9,Metro
2022-03-10,Wayne County,MI,57.4,53.8,Metro
2022-03-10,Fall River County,SD,71.2,61.6,Non-metro
2022-03-10,Livingston County,IL,54.8,50.6,Non-metro
2022-03-10,Butler County,KS,55.9,48.2,Metro
2022-03-10,Washtenaw County,MI,74.8,70.6,Metro
2022-03-10,Polk County,MN,65.3,57.7,Metro
2022-03-10,Adams County,OH,38.7,34.6,Non-metro
2022-03-10,Boone County,IN,76.9,70.2,Metro
2022-03-10,Marinette County,WI,56.6,52.4,Non-metro
2022-03-10,Thurston County,NE,85,72.9,Non-metro
2022-03-10,Eaton County,MI,58.2,56.7,Metro
2022-03-10,Lincoln County,MO,44.3,38.7,Metro
2022-03-10,Golden Valley County,ND,37.4,29.9,Non-metro
2022-03-10,Howard County,IA,55.3,51.2,Non-metro
2022-03-10,Todd County,MN,45,42.6,Non-metro
2022-03-10,Newaygo County,MI,0,44.4,Non-metro
2022-03-10,Barry County,MI,50.1,48.7,Metro
2022-03-10,De Witt County,IL,56.4,52.7,Metro
2022-03-10,Green County,WI,66.9,63.8,Metro
2022-03-10,Clark County,WI,39.7,37.4,Non-metro
2022-03-10,Murray County,MN,58,54.3,Non-metro
2022-03-10,Fayette County,IL,39.9,36.1,Non-metro
2022-03-10,Mitchell County,IA,51.1,48.5,Non-metro
2022-03-10,Monroe County,IA,49,46,Non-metro
2022-03-10,LaPorte County,IN,61.9,55.6,Metro
2022-03-10,Becker County,MN,59,53.8,Non-metro
2022-03-10,Preble County,OH,46.6,42.7,Non-metro
2022-03-10,LaSalle County,IL,63.5,57.8,Non-metro
2022-03-10,Kingman County,KS,52,46.6,Metro
2022-03-10,Wilkin County,MN,64.3,53.7,Non-metro
2022-03-10,Garfield County,NE,0,29.9,Non-metro
2022-03-10,Summit County,OH,66.9,62.8,Metro
2022-03-10,Clayton County,IA,51.4,47.5,Non-metro
2022-03-10,Harper County,KS,52.6,48.1,Non-metro
2022-03-10,Miller County,MO,37.8,33.2,Non-metro
2022-03-10,New Madrid County,MO,38.5,33.2,Non-metro
2022-03-10,Slope County,ND,14.4,11.1,Non-metro
2022-03-10,Jerauld County,SD,59.3,51.5,Non-metro
2022-03-10,Jefferson County,WI,61.2,57.1,Non-metro
2022-03-10,Lane County,KS,46.3,42.6,Non-metro
2022-03-10,Menominee County,WI,83.3,79.3,Non-metro
2022-03-10,Emmet County,IA,56.4,51.9,Non-metro
2022-03-10,Harlan County,NE,40.5,39.9,Non-metro
2022-03-10,Chase County,KS,50.8,45.9,Non-metro
2022-03-10,Washington County,IA,61.1,56.3,Metro
2022-03-10,Andrew County,MO,43.1,37.8,Metro
2022-03-10,Benton County,MO,54.6,47.3,Non-metro
